CREATED_ON,DELETED_ON,NAME,COMMENT,OWNER,ROLE_TYPE,ROLE_DATABASE_NAME
2023-09-12 04:23:05.642000-07:00,,USERADMIN,,,ROLE,
2023-09-12 04:23:05.627000-07:00,,ACCOUNTADMIN,Account administrator can manage all aspects of the account.,,ROLE,
2023-09-12 04:23:05.601000-07:00,,PUBLIC,Public role is automatically available to every user in the account.,,ROLE,
2023-09-12 04:23:05.827000-07:00,,ORGADMIN,Organization administrator can manage organizations and accounts in organizations,,ROLE,
2023-09-12 04:23:05.633000-07:00,,SECURITYADMIN,Security administrator can manage security aspects of the account.,,ROLE,
2023-09-12 04:23:05.638000-07:00,,SYSADMIN,System administrator can create and manage databases and warehouses.,,ROLE,
