CREATED_ON,DELETED_ON,NAME,COMMENT,OWNER,ROLE_TYPE,ROLE_DATABASE_NAME
2023-07-27 13:11:31.540000-07:00,2023-07-27 13:42:02.453000-07:00,IUF_EXTERNAL_REPORTS_STG_EDITOR,,,ROLE,
2023-07-28 07:58:20.431000-07:00,2023-07-28 08:02:48.081000-07:00,FEM_DEV_EDITOR,,,ROLE,
2023-07-27 13:04:42.970000-07:00,2023-07-27 13:09:50.473000-07:00,EXTERNAL_REPORTS_READONLY,,,ROLE,
2023-07-28 12:27:21.995000-07:00,2023-07-31 09:48:36.911000-07:00,SYSTEM,,,ROLE,
2023-07-27 13:47:01.600000-07:00,2023-07-28 07:48:08.127000-07:00,FEM_READONLY,,,ROLE,
2023-07-27 13:11:30.880000-07:00,2023-07-27 13:42:03.077000-07:00,IUF_EXTERNAL_REPORTS_STG_READONLY,,,ROLE,
2023-07-28 07:58:15.919000-07:00,2023-07-28 09:50:54.682000-07:00,FEM_ADMIN,,,ROLE,
2023-07-27 13:48:00.522000-07:00,2023-07-28 07:48:15.646000-07:00,IUF_EXTERNAL_REPORTS_READONLY,,,ROLE,
2023-07-27 13:08:07.380000-07:00,2023-07-27 13:42:01.315000-07:00,IUF_EXTERNAL_REPORTS_READONLY,,,ROLE,
2023-07-27 13:51:15.728000-07:00,2023-07-28 08:02:39.914000-07:00,DAYFORCE_DEV_READONLY,,,ROLE,
2023-07-27 13:13:02.700000-07:00,2023-07-27 13:42:07.427000-07:00,IUF_INTERNAL_REPORTS_EDITOR,,,ROLE,
2023-07-27 13:51:02.169000-07:00,2023-07-28 08:02:31.468000-07:00,CRIMSON_DEV_ADMIN,,,ROLE,
2023-07-28 07:58:14.241000-07:00,2023-07-28 12:27:16.609000-07:00,FEM_READONLY,,,ROLE,
2023-07-31 09:13:28.470000-07:00,,IUF_EXTERNAL_REPORTS_STG_EDITOR,,USERADMIN,ROLE,
2023-07-28 12:27:19.382000-07:00,,PRODUCTION,,USERADMIN,ROLE,
2023-07-31 09:12:49.601000-07:00,,ALL_WORKGROUPS_STG_READONLY,,USERADMIN,ROLE,
2023-07-28 14:11:30.866000-07:00,,FEM_STG_READONLY,,USERADMIN,ROLE,
2023-07-27 13:50:55.658000-07:00,2023-07-28 08:02:34.277000-07:00,CRIMSON_STG,,,ROLE,
2023-07-27 12:39:46.752000-07:00,2023-07-27 13:41:55.713000-07:00,FEM_EDITOR,,,ROLE,
2023-07-27 13:47:05.085000-07:00,2023-07-28 07:48:11.075000-07:00,FEM_STG_READONLY,,,ROLE,
2023-07-27 13:48:06.593000-07:00,2023-07-28 07:48:12.242000-07:00,IUF_EXTERNAL_REPORTS_DEV_EDITOR,,,ROLE,
2023-07-28 08:13:32.313000-07:00,2023-07-28 12:27:18.837000-07:00,IUF_INTERNAL_REPORTS_READONLY,,,ROLE,
2023-07-27 12:29:34.584000-07:00,2023-07-27 12:37:58.316000-07:00,FEM_DEV_READONLY,,,ROLE,
2023-07-27 13:49:24.060000-07:00,2023-07-28 08:03:11.020000-07:00,WORKGROUP_A_STG_READONLY,,,ROLE,
2023-07-27 12:29:35.155000-07:00,2023-07-27 12:37:53.931000-07:00,FEM_DEV_EDITOR,,,ROLE,
2023-07-28 12:13:15.905000-07:00,,USER_R,,USERADMIN,DATABASE_ROLE,WORKGROUP_B
2023-07-28 12:13:15.324000-07:00,,USER_RW,,USERADMIN,DATABASE_ROLE,WORKGROUP_B
2023-07-31 09:13:25.960000-07:00,,ALL_NONIUF_SYSTEMS_STG_READONLY,,USERADMIN,ROLE,
2023-07-31 09:12:53.208000-07:00,,ALL_EXTERNAL_REPORTS_STG_READONLY,,USERADMIN,ROLE,
2023-07-31 09:12:54.109000-07:00,,ALL_INTERNAL_REPORTS_DEV_READONLY,,USERADMIN,ROLE,
2023-07-31 09:12:46.977000-07:00,,ALL_WORKGROUPS_DEV_EDITOR,,USERADMIN,ROLE,
2023-07-28 12:27:18.173000-07:00,,IUF_INTERNAL_REPORTS_EDITOR,,USERADMIN,ROLE,
2023-07-31 09:13:11.738000-07:00,,ALL_EXTERNAL_WORKGROUPS_STG_READONLY,,USERADMIN,ROLE,
2023-07-31 09:13:21.240000-07:00,,ALL_IUF_HR_SYSTEMS_STG_READONLY,,USERADMIN,ROLE,
2023-07-31 09:12:45.089000-07:00,,ALL_SYSTEMS_EDITOR,,USERADMIN,ROLE,
2023-07-31 09:13:22.227000-07:00,,ALL_NONIUF_SYSTEMS_DEV_READONLY,,USERADMIN,ROLE,
2023-07-28 14:25:58.001000-07:00,,WORKGROUP_B_DEV_READONLY,,USERADMIN,ROLE,
2023-07-28 12:27:20.070000-07:00,,SMART_RECRUITER_EDITOR,,USERADMIN,ROLE,
2023-07-28 12:27:07.844000-07:00,,ALL_EXTERNAL_REPORTS_READONLY,,USERADMIN,ROLE,
2023-07-27 13:51:00.617000-07:00,2023-07-28 08:02:33.390000-07:00,CRIMSON_DEV_READONLY,,,ROLE,
2023-07-27 13:51:09.374000-07:00,2023-07-28 12:27:15.698000-07:00,DAYFORCE_READONLY,,,ROLE,
2023-07-27 10:30:36.294000-07:00,,SECURITYADMIN,Security administrator can manage security aspects of the account.,,ROLE,
2023-07-27 13:47:07.068000-07:00,2023-07-28 07:48:09.385000-07:00,FEM_STG_ADMIN,,,ROLE,
2023-07-27 12:34:33.898000-07:00,2023-07-28 08:03:06.860000-07:00,SYSTEM_STG,Account that are sourced from a system or application,,ROLE,
2023-07-27 13:47:06.072000-07:00,2023-07-28 07:48:10.444000-07:00,FEM_STG_EDITOR,,,ROLE,
2023-07-28 07:58:14.995000-07:00,2023-07-28 09:52:09.384000-07:00,FEM_EDITOR,,,ROLE,
2023-07-27 13:50:59.689000-07:00,2023-07-28 08:02:30.406000-07:00,CRIMSON_DEV,,,ROLE,
2023-07-27 13:48:03.630000-07:00,2023-07-28 07:48:18.107000-07:00,IUF_EXTERNAL_REPORTS_STG_READONLY,,,ROLE,
2023-07-27 13:51:38.238000-07:00,2023-07-28 12:27:20.621000-07:00,SMART_RECRUITER_READONLY,,,ROLE,
2023-07-28 08:13:32.169000-07:00,2023-07-28 12:27:18.173000-07:00,IUF_INTERNAL_REPORTS_EDITOR,,,ROLE,
2023-07-27 12:39:49.047000-07:00,2023-07-27 13:41:57.001000-07:00,FEM_STG_ADMIN,,,ROLE,
2023-07-27 13:50:52.785000-07:00,2023-07-28 12:27:14.495000-07:00,CRIMSON_READONLY,,,ROLE,
2023-07-27 13:42:58.927000-07:00,2023-07-28 07:48:23.616000-07:00,IUF_INTERNAL_REPORTS_STG_EDITOR,,,ROLE,
2023-07-28 08:13:33.221000-07:00,2023-07-28 08:15:44.370000-07:00,IUF_INTERNAL_REPORTS_STG_EDITOR,,,ROLE,
2023-07-27 12:49:59.483000-07:00,2023-07-28 08:02:58.747000-07:00,ORGANIZATION_WIDE_STG,,,ROLE,
2023-07-27 13:50:56.364000-07:00,2023-07-28 08:02:36.506000-07:00,CRIMSON_STG_READONLY,,,ROLE,
2023-07-28 14:11:32.244000-07:00,,FEM_DEV_READONLY,,USERADMIN,ROLE,
2023-07-31 09:12:42.985000-07:00,,ALL_REPORTING_STG_READONLY,,USERADMIN,ROLE,
2023-07-31 09:12:41.207000-07:00,,ALL_REPORTING_EDITOR,,USERADMIN,ROLE,
2023-07-28 14:14:20.256000-07:00,,IUF_ORG_ADMIN,,ACCOUNTADMIN,ROLE,
2023-07-31 09:12:49.036000-07:00,,ALL_WORKGROUPS_STG_EDITOR,,USERADMIN,ROLE,
2023-07-28 12:27:10.217000-07:00,,ALL_IUF_HR_SYSTEMS_READONLY,,USERADMIN,ROLE,
2023-07-28 14:25:58.217000-07:00,,WORKGROUP_B_DEV_EDITOR,,USERADMIN,ROLE,
2023-07-28 12:27:13.820000-07:00,,CRIMSON_EDITOR,,USERADMIN,ROLE,
2023-07-31 09:12:44.622000-07:00,,ALL_SYSTEMS_DEV_READONLY,,USERADMIN,ROLE,
2023-07-28 12:27:15.698000-07:00,,DAYFORCE_READONLY,,USERADMIN,ROLE,
2023-07-28 12:27:13.041000-07:00,,ALL_IUF_WORKGROUPS_READONLY,,USERADMIN,ROLE,
2023-07-31 09:13:26.321000-07:00,,IUF_EXTERNAL_REPORTS_DEV_EDITOR,,USERADMIN,ROLE,
2023-07-28 14:25:23.172000-07:00,,CRIMSON_STG_EDITOR,,USERADMIN,ROLE,
2023-07-28 14:25:56.065000-07:00,,WORKGROUP_B_STG_EDITOR,,USERADMIN,ROLE,
2023-07-27 13:47:09.481000-07:00,2023-07-28 07:48:06.238000-07:00,FEM_DEV_READONLY,,,ROLE,
2023-07-27 13:04:43.639000-07:00,2023-07-28 12:27:07.844000-07:00,ALL_EXTERNAL_REPORTS_READONLY,,,ROLE,
2023-07-27 13:51:10.806000-07:00,2023-07-28 09:50:20.775000-07:00,DAYFORCE_ADMIN,,,ROLE,
2023-07-27 12:12:37.059000-07:00,2023-07-27 13:06:38.263000-07:00,WORK_GROUP_C_DEV_ADMIN,,,ROLE,
2023-07-27 12:53:51.373000-07:00,2023-07-28 08:02:56.473000-07:00,IUF_WORKGROUPS_DEV,,,ROLE,
2023-07-28 07:58:21.107000-07:00,2023-07-28 08:02:47.475000-07:00,FEM_DEV_ADMIN,,,ROLE,
2023-07-27 13:49:36.164000-07:00,2023-07-28 07:50:07.871000-07:00,WORKGROUP_B_STG_READONLY,,,ROLE,
2023-07-27 13:13:03.435000-07:00,2023-07-27 13:42:10.591000-07:00,IUF_INTERNAL_REPORTS_STG_READONLY,,,ROLE,
2023-07-27 13:49:57.087000-07:00,2023-07-28 07:51:30.954000-07:00,WORKGROUP_C_STG,,,ROLE,
2023-07-27 13:47:00.621000-07:00,2023-07-28 12:27:16.230000-07:00,FEM_EDITOR,,,ROLE,
2023-07-27 13:49:56.406000-07:00,2023-07-28 07:50:00.608000-07:00,WORKGROUP_C_EDITOR,,,ROLE,
2023-07-27 12:29:33.307000-07:00,2023-07-27 12:38:13.990000-07:00,FEM_STG_ADMIN,,,ROLE,
2023-07-27 13:49:22.105000-07:00,2023-07-28 12:27:24.041000-07:00,WORKGROUP_A_READONLY,,,ROLE,
2023-07-31 09:13:02.968000-07:00,,ALL_EXTERNAL_WORKGROUPS_DEV_READONLY,,USERADMIN,ROLE,
2023-07-31 09:13:30.626000-07:00,,IUF_INTERNAL_REPORTS_DEV_READONLY,,USERADMIN,ROLE,
2023-07-31 09:13:03.546000-07:00,,ALL_EXTERNAL_WORKGROUPS_EDITOR,,USERADMIN,ROLE,
2023-07-31 09:12:53.668000-07:00,,ALL_INTERNAL_REPORTS_DEV_EDITOR,,USERADMIN,ROLE,
2023-07-27 13:49:57.426000-07:00,2023-07-28 07:50:03.001000-07:00,WORKGROUP_C_STG_READONLY,,,ROLE,
2023-07-27 13:47:03.202000-07:00,2023-07-28 07:48:03.869000-07:00,FEM_ADMIN,,,ROLE,
2023-07-27 12:39:50.790000-07:00,2023-07-27 13:41:52.688000-07:00,FEM_DEV_ADMIN,,,ROLE,
2023-07-27 12:29:35.805000-07:00,2023-07-27 12:37:49.579000-07:00,FEM_DEV_ADMIN,,,ROLE,
2023-07-27 12:34:21.918000-07:00,2023-07-28 12:27:21.995000-07:00,SYSTEM,Account that are sourced from a system or application,,ROLE,
2023-07-27 13:51:52.647000-07:00,2023-07-28 08:03:04.134000-07:00,SMART_RECRUITER_STG_EDITOR,,,ROLE,
2023-07-27 13:51:16.439000-07:00,2023-07-28 08:02:39.309000-07:00,DAYFORCE_DEV_EDITOR,,,ROLE,
